11,8
11,9
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,32
11,33
11,34
11,35
11,36
11,37
11,38
11,39
11,40
11,41
11,42
11,43
11,44
11,45
11,46
11,47
11,48
11,49
11,50
11,51
11,52
11,53
11,54
11,55
11,63
11,64
11,65
11,66
11,67
11,68
11,69
11,70
11,71
11,72
11,73
11,74
11,75
11,76
11,91
11,92
11,93
11,94
11,95
11,96
11,97
11,98
11,99
11,100
11,101
11,102
11,103
11,104
11,105
11,106
11,107
11,108
11,109
11,110
11,111
11,112
11,113
11,114
11,115
11,116
11,117
11,118
11,119
11,120
11,121
11,122
11,123
11,124
11,125
11,133
11,134
11,135
11,136
11,137
11,138
11,139
11,140
11,141
11,142
11,143
11,144
11,145
11,146
11,147
11,148
11,149
11,150
11,151
11,152
11,153
11,154
11,155
11,156
11,157
11,158
11,159
11,160
11,161
11,162
11,163
11,164
11,165
11,166
11,167
11,168
11,169
11,170
11,171
11,172
11,173
11,174
11,175
11,176
11,177
11,178
11,179
11,180
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
12,29
12,30
12,31
12,32
12,33
12,34
12,35
12,36
12,37
12,38
12,39
12,40
12,41
12,42
12,43
12,44
12,45
12,46
12,47
12,48
12,49
12,50
12,51
12,52
12,53
12,54
12,55
12,63
12,64
12,65
12,66
12,67
12,68
12,69
12,70
12,71
12,72
12,73
12,74
12,75
12,76
12,91
12,92
12,93
12,94
12,95
12,96
12,97
12,98
12,99
12,100
12,101
12,102
12,103
12,104
12,105
12,106
12,107
12,108
12,109
12,110
12,111
12,112
12,113
12,114
12,115
12,116
12,117
12,118
12,119
12,120
12,121
12,122
12,123
12,124
12,125
12,133
12,134
12,135
12,136
12,137
12,138
12,139
12,140
12,141
12,142
12,143
12,144
12,145
12,146
12,147
12,148
12,149
12,150
12,151
12,152
12,153
12,154
12,155
12,156
12,157
12,158
12,159
12,160
12,161
12,162
12,163
12,164
12,165
12,166
12,167
12,168
12,169
12,170
12,171
12,172
12,173
12,174
12,175
12,176
12,177
12,178
12,179
12,180
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,32
13,33
13,34
13,35
13,36
13,37
13,38
13,39
13,40
13,41
13,42
13,43
13,44
13,45
13,46
13,47
13,48
13,49
13,50
13,51
13,52
13,53
13,54
13,55
13,63
13,64
13,65
13,66
13,67
13,68
13,69
13,70
13,71
13,72
13,73
13,74
13,75
13,76
13,91
13,92
13,93
13,94
13,95
13,96
13,97
13,98
13,99
13,100
13,101
13,102
13,103
13,104
13,105
13,106
13,107
13,108
13,109
13,110
13,111
13,112
13,113
13,114
13,115
13,116
13,117
13,118
13,119
13,120
13,121
13,122
13,123
13,124
13,125
13,133
13,134
13,135
13,136
13,137
13,138
13,139
13,140
13,141
13,142
13,143
13,144
13,145
13,146
13,147
13,148
13,149
13,150
13,151
13,152
13,153
13,154
13,155
13,156
13,157
13,158
13,159
13,160
13,161
13,162
13,163
13,164
13,165
13,166
13,167
13,168
13,169
13,170
13,171
13,172
13,173
13,174
13,175
13,176
13,177
13,178
13,179
13,180
14,8
14,9
14,10
14,11
14,12
14,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,28
14,29
14,30
14,31
14,32
14,33
14,34
14,35
14,36
14,37
14,38
14,39
14,40
14,41
14,42
14,43
14,44
14,45
14,46
14,47
14,48
14,49
14,50
14,51
14,52
14,53
14,54
14,55
14,63
14,64
14,65
14,66
14,67
14,68
14,69
14,70
14,71
14,72
14,73
14,74
14,75
14,76
14,91
14,92
14,93
14,94
14,95
14,96
14,97
14,98
14,99
14,100
14,101
14,102
14,103
14,104
14,105
14,106
14,107
14,108
14,109
14,110
14,111
14,112
14,113
14,114
14,115
14,116
14,117
14,118
14,119
14,120
14,121
14,122
14,123
14,124
14,125
14,133
14,134
14,135
14,136
14,137
14,138
14,139
14,140
14,141
14,142
14,143
14,144
14,145
14,146
14,147
14,148
14,149
14,150
14,151
14,152
14,153
14,154
14,155
14,156
14,157
14,158
14,159
14,160
14,161
14,162
14,163
14,164
14,165
14,166
14,167
14,168
14,169
14,170
14,171
14,172
14,173
14,174
14,175
14,176
14,177
14,178
14,179
14,180
15,8
15,9
15,10
15,11
15,12
15,13
15,14
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,32
15,33
15,34
15,35
15,36
15,37
15,38
15,39
15,40
15,41
15,42
15,43
15,44
15,45
15,46
15,47
15,48
15,49
15,50
15,51
15,52
15,53
15,54
15,55
15,63
15,64
15,65
15,66
15,67
15,68
15,69
15,70
15,71
15,72
15,73
15,74
15,75
15,76
15,91
15,92
15,93
15,94
15,95
15,96
15,97
15,98
15,99
15,100
15,101
15,102
15,103
15,104
15,105
15,106
15,107
15,108
15,109
15,110
15,111
15,112
15,113
15,114
15,115
15,116
15,117
15,118
15,119
15,120
15,121
15,122
15,123
15,124
15,125
15,133
15,134
15,135
15,136
15,137
15,138
15,139
15,140
15,141
15,142
15,143
15,144
15,145
15,146
15,147
15,148
15,149
15,150
15,151
15,152
15,153
15,154
15,155
15,156
15,157
15,158
15,159
15,160
15,161
15,162
15,163
15,164
15,165
15,166
15,167
15,168
15,169
15,170
15,171
15,172
15,173
15,174
15,175
15,176
15,177
15,178
15,179
15,180
16,8
16,9
16,10
16,11
16,12
16,13
16,14
16,15
16,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
16,26
16,27
16,28
16,29
16,30
16,31
16,32
16,33
16,34
16,35
16,36
16,37
16,38
16,39
16,40
16,41
16,42
16,43
16,44
16,45
16,46
16,47
16,48
16,49
16,50
16,51
16,52
16,53
16,54
16,55
16,63
16,64
16,65
16,66
16,67
16,68
16,69
16,70
16,71
16,72
16,73
16,74
16,75
16,76
16,91
16,92
16,93
16,94
16,95
16,96
16,97
16,98
16,99
16,100
16,101
16,102
16,103
16,104
16,105
16,106
16,107
16,108
16,109
16,110
16,111
16,112
16,113
16,114
16,115
16,116
16,117
16,118
16,119
16,120
16,121
16,122
16,123
16,124
16,125
16,133
16,134
16,135
16,136
16,137
16,138
16,139
16,140
16,141
16,142
16,143
16,144
16,145
16,146
16,147
16,148
16,149
16,150
16,151
16,152
16,153
16,154
16,155
16,156
16,157
16,158
16,159
16,160
16,161
16,162
16,163
16,164
16,165
16,166
16,167
16,168
16,169
16,170
16,171
16,172
16,173
16,174
16,175
16,176
16,177
16,178
16,179
16,180
17,8
17,9
17,10
17,11
17,12
17,13
17,14
17,15
17,16
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
17,27
17,28
17,29
17,30
17,31
17,32
17,33
17,34
17,35
17,36
17,37
17,38
17,39
17,40
17,41
17,42
17,43
17,44
17,45
17,46
17,47
17,48
17,49
17,50
17,51
17,52
17,53
17,54
17,55
17,63
17,64
17,65
17,66
17,67
17,68
17,69
17,70
17,71
17,72
17,73
17,74
17,75
17,76
17,91
17,92
17,93
17,94
17,95
17,96
17,97
17,98
17,99
17,100
17,101
17,102
17,103
17,104
17,105
17,106
17,107
17,108
17,109
17,110
17,111
17,112
17,113
17,114
17,115
17,116
17,117
17,118
17,119
17,120
17,121
17,122
17,123
17,124
17,125
17,133
17,134
17,135
17,136
17,137
17,138
17,139
17,140
17,141
17,142
17,143
17,144
17,145
17,146
17,147
17,148
17,149
17,150
17,151
17,152
17,153
17,154
17,155
17,156
17,157
17,158
17,159
17,160
17,161
17,162
17,163
17,164
17,165
17,166
17,167
17,168
17,169
17,170
17,171
17,172
17,173
17,174
17,175
17,176
17,177
17,178
17,179
17,180
18,8
18,9
18,10
18,11
18,12
18,13
18,50
18,51
18,52
18,53
18,54
18,55
18,63
18,64
18,65
18,66
18,67
18,68
18,69
18,70
18,71
18,72
18,73
18,74
18,75
18,76
18,77
18,78
18,79
18,80
18,81
18,82
18,83
18,84
18,85
18,86
18,87
18,88
18,89
18,90
18,133
18,134
18,135
18,136
18,137
18,138
18,175
18,176
18,177
18,178
18,179
18,180
19,8
19,9
19,10
19,11
19,12
19,13
19,50
19,51
19,52
19,53
19,54
19,55
19,63
19,64
19,65
19,66
19,67
19,68
